"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","role","Activity"
"Case4447","Closed","2011/10/13 11:57:24.000","2011/10/13 11:57:24.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4448","Assign seriousness","2012/01/09 08:55:51.000","2012/01/09 08:55:51.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4448","Take in charge ticket","2012/01/16 07:38:28.000","2012/01/16 07:38:28.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4448","Resolve ticket","2012/01/31 08:34:24.000","2012/01/31 08:34:24.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4448","Closed","2012/02/15 08:34:44.000","2012/02/15 08:34:44.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4449","Assign seriousness","2011/12/19 09:00:55.000","2011/12/19 09:00:55.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4449","Take in charge ticket","2011/12/19 09:01:06.000","2011/12/19 09:01:06.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4449","Resolve ticket","2011/12/20 12:51:22.000","2011/12/20 12:51:22.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4449","Closed","2012/02/03 09:10:42.000","2012/02/03 09:10:42.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4450","Assign seriousness","2011/06/27 08:45:32.000","2011/06/27 08:45:32.000","Fluxicon Disco","Variant 4","4","Value 8","Value 8","Assign seriousness"
"Case4450","Assign seriousness","2011/06/27 08:45:52.000","2011/06/27 08:45:52.000","Fluxicon Disco","Variant 4","4","Value 8","Value 8","Assign seriousness"
"Case4450","Take in charge ticket","2011/06/29 14:26:53.000","2011/06/29 14:26:53.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Take in charge ticket"
"Case4450","Resolve ticket","2011/06/29 14:33:37.000","2011/06/29 14:33:37.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Resolve ticket"
"Case4450","Closed","2011/08/12 08:50:54.000","2011/08/12 08:50:54.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case4451","Assign seriousness","2010/10/04 07:31:15.000","2010/10/04 07:31:15.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Assign seriousness"
"Case4451","Take in charge ticket","2010/10/05 14:08:21.000","2010/10/05 14:08:21.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4451","Resolve ticket","2010/10/05 14:09:00.000","2010/10/05 14:09:00.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4451","Closed","2010/11/04 08:40:25.000","2010/11/04 08:40:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4452","Assign seriousness","2012/03/14 10:32:41.000","2012/03/14 10:32:41.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4452","Take in charge ticket","2012/03/14 10:32:51.000","2012/03/14 10:32:51.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case4452","Resolve ticket","2012/03/14 12:40:38.000","2012/03/14 12:40:38.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4452","Closed","2012/04/14 09:40:27.000","2012/04/14 09:40:27.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4453","Assign seriousness","2011/04/26 08:08:03.000","2011/04/26 08:08:03.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case4453","Take in charge ticket","2011/04/26 08:13:06.000","2011/04/26 08:13:06.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case4453","Wait","2011/04/26 08:18:33.000","2011/04/26 08:18:33.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Wait"
"Case4453","Take in charge ticket","2011/04/26 12:39:17.000","2011/04/26 12:39:17.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case4453","Resolve ticket","2011/04/26 14:20:46.000","2011/04/26 14:20:46.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case4453","Closed","2011/06/10 14:21:19.000","2011/06/10 14:21:19.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case4454","Assign seriousness","2011/02/14 10:20:15.000","2011/02/14 10:20:15.000","Fluxicon Disco","Variant 14","14","Value 8","Value 8","Assign seriousness"
"Case4454","Take in charge ticket","2011/02/14 10:20:58.000","2011/02/14 10:20:58.000","Fluxicon Disco","Variant 14","14","Value 8","Value 8","Take in charge ticket"
"Case4454","Wait","2011/02/28 07:23:49.000","2011/02/28 07:23:49.000","Fluxicon Disco","Variant 14","14","Value 12","Value 12","Wait"
"Case4454","Wait","2011/02/28 12:38:43.000","2011/02/28 12:38:43.000","Fluxicon Disco","Variant 14","14","Value 2","Value 2","Wait"
"Case4454","Resolve ticket","2011/03/16 14:12:16.000","2011/03/16 14:12:16.000","Fluxicon Disco","Variant 14","14","Value 12","Value 12","Resolve ticket"
"Case4454","Closed","2011/04/02 13:15:17.000","2011/04/02 13:15:17.000","Fluxicon Disco","Variant 14","14","Value 5","Value 5","Closed"
"Case4455","Assign seriousness","2012/05/09 13:13:40.000","2012/05/09 13:13:40.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4455","Take in charge ticket","2012/05/09 13:13:49.000","2012/05/09 13:13:49.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case4455","Resolve ticket","2012/05/09 13:37:29.000","2012/05/09 13:37:29.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4455","Closed","2012/06/09 13:20:24.000","2012/06/09 13:20:24.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4456","Assign seriousness","2012/10/04 06:18:43.000","2012/10/04 06:18:43.000","Fluxicon Disco","Variant 2","2","Value 10","Value 10","Assign seriousness"
"Case4456","Take in charge ticket","2012/10/04 06:19:53.000","2012/10/04 06:19:53.000","Fluxicon Disco","Variant 2","2","Value 10","Value 10","Take in charge ticket"
"Case4456","Wait","2012/11/07 13:46:33.000","2012/11/07 13:46:33.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Wait"
"Case4456","Resolve ticket","2012/11/09 12:45:19.000","2012/11/09 12:45:19.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Resolve ticket"
"Case4456","Closed","2012/11/24 12:45:35.000","2012/11/24 12:45:35.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case4457","Assign seriousness","2012/03/20 10:43:52.000","2012/03/20 10:43:52.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4457","Take in charge ticket","2012/03/20 10:44:09.000","2012/03/20 10:44:09.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4457","Resolve ticket","2012/03/20 10:46:22.000","2012/03/20 10:46:22.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4457","Closed","2012/04/20 09:50:33.000","2012/04/20 09:50:33.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4458","Assign seriousness","2011/06/07 13:25:54.000","2011/06/07 13:25:54.000","Fluxicon Disco","Variant 12","12","Value 8","Value 8","Assign seriousness"
"Case4458","Take in charge ticket","2011/06/07 13:26:14.000","2011/06/07 13:26:14.000","Fluxicon Disco","Variant 12","12","Value 8","Value 8","Take in charge ticket"
"Case4458","Take in charge ticket","2011/06/07 13:41:58.000","2011/06/07 13:41:58.000","Fluxicon Disco","Variant 12","12","Value 8","Value 8","Take in charge ticket"
"Case4458","Resolve ticket","2011/06/13 15:15:26.000","2011/06/13 15:15:26.000","Fluxicon Disco","Variant 12","12","Value 10","Value 10","Resolve ticket"
"Case4458","Closed","2011/07/08 13:30:31.000","2011/07/08 13:30:31.000","Fluxicon Disco","Variant 12","12","Value 5","Value 5","Closed"
"Case4459","Assign seriousness","2012/02/10 09:01:32.000","2012/02/10 09:01:32.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case4459","Take in charge ticket","2012/02/10 13:19:12.000","2012/02/10 13:19:12.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
"Case4459","Wait","2012/02/13 08:57:14.000","2012/02/13 08:57:14.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case4459","Resolve ticket","2012/02/15 15:43:38.000","2012/02/15 15:43:38.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case4459","Closed","2012/03/23 16:00:31.000","2012/03/23 16:00:31.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case4460","Assign seriousness","2012/05/18 06:20:21.000","2012/05/18 06:20:21.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4460","Take in charge ticket","2012/05/18 06:32:34.000","2012/05/18 06:32:34.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4460","Resolve ticket","2012/05/18 07:27:51.000","2012/05/18 07:27:51.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4460","Closed","2012/06/20 06:30:19.000","2012/06/20 06:30:19.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4461","Assign seriousness","2012/07/27 13:50:44.000","2012/07/27 13:50:44.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4461","Take in charge ticket","2012/07/31 13:36:19.000","2012/07/31 13:36:19.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Take in charge ticket"
"Case4461","Resolve ticket","2012/08/06 07:58:07.000","2012/08/06 07:58:07.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case4461","Closed","2012/09/13 14:00:47.000","2012/09/13 14:00:47.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4462","Assign seriousness","2010/10/19 11:48:46.000","2010/10/19 11:48:46.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4462","Take in charge ticket","2010/10/19 12:10:38.000","2010/10/19 12:10:38.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4462","Resolve ticket","2010/10/20 06:52:31.000","2010/10/20 06:52:31.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4462","Closed","2010/11/20 12:51:55.000","2010/11/20 12:51:55.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4463","Assign seriousness","2013/10/30 10:44:16.000","2013/10/30 10:44:16.000","Fluxicon Disco","Variant 223","223","Value 18","Value 18","Assign seriousness"
"Case4463","Take in charge ticket","2013/10/30 12:13:11.000","2013/10/30 12:13:11.000","Fluxicon Disco","Variant 223","223","Value 18","Value 18","Take in charge ticket"
"Case4463","Create SW anomaly","2013/11/04 15:35:21.000","2013/11/04 15:35:21.000","Fluxicon Disco","Variant 223","223","Value 18","Value 18","Create SW anomaly"
"Case4463","Create SW anomaly","2013/11/14 14:54:56.000","2013/11/14 14:54:56.000","Fluxicon Disco","Variant 223","223","Value 1","Value 1","Create SW anomaly"
"Case4463","Resolve SW anomaly","2013/11/28 15:17:15.000","2013/11/28 15:17:15.000","Fluxicon Disco","Variant 223","223","Value 22","Value 22","Resolve SW anomaly"
"Case4463","Resolve SW anomaly","2013/11/28 15:17:18.000","2013/11/28 15:17:18.000","Fluxicon Disco","Variant 223","223","Value 22","Value 22","Resolve SW anomaly"
"Case4463","Require upgrade","2013/11/28 16:07:07.000","2013/11/28 16:07:07.000","Fluxicon Disco","Variant 223","223","Value 2","Value 2","Require upgrade"
"Case4463","Create SW anomaly","2013/11/29 10:35:18.000","2013/11/29 10:35:18.000","Fluxicon Disco","Variant 223","223","Value 2","Value 2","Create SW anomaly"
"Case4463","Resolve ticket","2013/12/23 07:11:51.000","2013/12/23 07:11:51.000","Fluxicon Disco","Variant 223","223","Value 1","Value 1","Resolve ticket"
"Case4464","Assign seriousness","2011/07/14 11:44:49.000","2011/07/14 11:44:49.000","Fluxicon Disco","Variant 4","4","Value 13","Value 13","Assign seriousness"
"Case4464","Assign seriousness","2011/07/15 09:17:15.000","2011/07/15 09:17:15.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Assign seriousness"
"Case4464","Take in charge ticket","2011/07/15 09:56:30.000","2011/07/15 09:56:30.000","Fluxicon Disco","Variant 4","4","Value 7","Value 7","Take in charge ticket"
"Case4464","Resolve ticket","2011/07/15 09:57:53.000","2011/07/15 09:57:53.000","Fluxicon Disco","Variant 4","4","Value 7","Value 7","Resolve ticket"
"Case4464","Closed","2011/08/27 11:51:05.000","2011/08/27 11:51:05.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case4465","Assign seriousness","2013/08/19 08:06:42.000","2013/08/19 08:06:42.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case4465","Take in charge ticket","2013/09/04 14:26:15.000","2013/09/04 14:26:15.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case4465","Wait","2013/09/05 08:43:56.000","2013/09/05 08:43:56.000","Fluxicon Disco","Variant 2","2","Value 14","Value 14","Wait"
"Case4465","Resolve ticket","2013/09/10 09:00:17.000","2013/09/10 09:00:17.000","Fluxicon Disco","Variant 2","2","Value 14","Value 14","Resolve ticket"
"Case4465","Closed","2013/09/25 09:00:36.000","2013/09/25 09:00:36.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case4466","Assign seriousness","2012/05/11 06:50:25.000","2012/05/11 06:50:25.000","Fluxicon Disco","Variant 25","25","Value 1","Value 1","Assign seriousness"
"Case4466","Wait","2012/05/11 11:14:20.000","2012/05/11 11:14:20.000","Fluxicon Disco","Variant 25","25","Value 6","Value 6","Wait"
"Case4466","Resolve ticket","2012/05/22 06:08:08.000","2012/05/22 06:08:08.000","Fluxicon Disco","Variant 25","25","Value 6","Value 6","Resolve ticket"
"Case4466","Closed","2012/06/20 06:10:19.000","2012/06/20 06:10:19.000","Fluxicon Disco","Variant 25","25","Value 5","Value 5","Closed"
"Case4467","Assign seriousness","2011/06/27 14:22:36.000","2011/06/27 14:22:36.000","Fluxicon Disco","Variant 48","48","Value 8","Value 8","Assign seriousness"
"Case4467","Assign seriousness","2011/06/27 14:31:36.000","2011/06/27 14:31:36.000","Fluxicon Disco","Variant 48","48","Value 8","Value 8","Assign seriousness"
"Case4467","Assign seriousness","2011/07/05 06:35:49.000","2011/07/05 06:35:49.000","Fluxicon Disco","Variant 48","48","Value 2","Value 2","Assign seriousness"
"Case4467","Take in charge ticket","2011/07/13 08:41:54.000","2011/07/13 08:41:54.000","Fluxicon Disco","Variant 48","48","Value 7","Value 7","Take in charge ticket"
"Case4467","Wait","2011/07/13 08:42:05.000","2011/07/13 08:42:05.000","Fluxicon Disco","Variant 48","48","Value 7","Value 7","Wait"
"Case4467","Take in charge ticket","2011/07/19 15:11:18.000","2011/07/19 15:11:18.000","Fluxicon Disco","Variant 48","48","Value 7","Value 7","Take in charge ticket"
"Case4467","Resolve ticket","2011/07/19 15:11:29.000","2011/07/19 15:11:29.000","Fluxicon Disco","Variant 48","48","Value 7","Value 7","Resolve ticket"
"Case4467","Closed","2011/08/03 15:11:46.000","2011/08/03 15:11:46.000","Fluxicon Disco","Variant 48","48","Value 5","Value 5","Closed"
"Case4468","Assign seriousness","2012/05/03 11:46:00.000","2012/05/03 11:46:00.000","Fluxicon Disco","Variant 5","5","Value 1","Value 1","Assign seriousness"
"Case4468","Resolve ticket","2012/05/03 12:09:05.000","2012/05/03 12:09:05.000","Fluxicon Disco","Variant 5","5","Value 1","Value 1","Resolve ticket"
"Case4468","Closed","2012/06/05 11:50:30.000","2012/06/05 11:50:30.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case4469","Assign seriousness","2012/08/01 06:06:00.000","2012/08/01 06:06:00.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4469","Take in charge ticket","2012/08/01 06:06:14.000","2012/08/01 06:06:14.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case4469","Resolve ticket","2012/08/01 06:35:37.000","2012/08/01 06:35:37.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4469","Closed","2012/09/08 06:10:42.000","2012/09/08 06:10:42.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4470","Assign seriousness","2010/11/29 07:58:09.000","2010/11/29 07:58:09.000","Fluxicon Disco","Variant 1","1","Value 15","Value 15","Assign seriousness"
"Case4470","Take in charge ticket","2010/11/29 08:58:26.000","2010/11/29 08:58:26.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case4470","Resolve ticket","2010/11/29 12:51:46.000","2010/11/29 12:51:46.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case4470","Closed","2010/12/31 08:00:25.000","2010/12/31 08:00:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4471","Assign seriousness","2011/09/27 13:30:09.000","2011/09/27 13:30:09.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4471","Take in charge ticket","2011/09/29 13:44:34.000","2011/09/29 13:44:34.000","Fluxicon Disco","Variant 1","1","Value 15","Value 15","Take in charge ticket"
"Case4471","Resolve ticket","2011/09/29 14:06:25.000","2011/09/29 14:06:25.000","Fluxicon Disco","Variant 1","1","Value 15","Value 15","Resolve ticket"
"Case4471","Closed","2011/11/10 14:40:36.000","2011/11/10 14:40:36.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4472","Assign seriousness","2011/11/08 14:49:42.000","2011/11/08 14:49:42.000","Fluxicon Disco","Variant 9","9","Value 1","Value 1","Assign seriousness"
"Case4472","Take in charge ticket","2011/11/10 12:39:53.000","2011/11/10 12:39:53.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Take in charge ticket"
"Case4472","Resolve ticket","2011/11/15 13:22:10.000","2011/11/15 13:22:10.000","Fluxicon Disco","Variant 9","9","Value 4","Value 4","Resolve ticket"
"Case4472","Take in charge ticket","2011/11/18 08:38:45.000","2011/11/18 08:38:45.000","Fluxicon Disco","Variant 9","9","Value 10","Value 10","Take in charge ticket"
"Case4472","Resolve ticket","2011/11/18 10:39:52.000","2011/11/18 10:39:52.000","Fluxicon Disco","Variant 9","9","Value 4","Value 4","Resolve ticket"
"Case4472","Closed","2011/12/18 10:40:11.000","2011/12/18 10:40:11.000","Fluxicon Disco","Variant 9","9","Value 5","Value 5","Closed"
"Case4473","Assign seriousness","2010/12/20 07:50:49.000","2010/12/20 07:50:49.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case4473","Take in charge ticket","2010/12/20 11:02:22.000","2010/12/20 11:02:22.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Take in charge ticket"
"Case4473","Resolve ticket","2010/12/20 11:03:42.000","2010/12/20 11:03:42.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Resolve ticket"
"Case4473","Closed","2011/01/26 08:00:31.000","2011/01/26 08:00:31.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4474","Assign seriousness","2011/07/19 08:12:51.000","2011/07/19 08:12:51.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case4474","Take in charge ticket","2011/07/19 08:13:14.000","2011/07/19 08:13:14.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Take in charge ticket"
"Case4474","Resolve ticket","2011/07/19 11:18:53.000","2011/07/19 11:18:53.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case4474","Closed","2011/09/03 08:20:39.000","2011/09/03 08:20:39.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4475","Assign seriousness","2012/07/16 12:45:42.000","2012/07/16 12:45:42.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4475","Take in charge ticket","2012/07/16 12:45:50.000","2012/07/16 12:45:50.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case4475","Resolve ticket","2012/08/22 11:23:20.000","2012/08/22 11:23:20.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4475","Closed","2012/09/06 11:23:38.000","2012/09/06 11:23:38.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case4476","Assign seriousness","2011/09/29 08:43:28.000","2011/09/29 08:43:28.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4476","Take in charge ticket","2011/09/29 09:00:34.000","2011/09/29 09:00:34.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case4476","Resolve ticket","2011/09/29 12:05:04.000","2011/09/29 12:05:04.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case4476","Closed","2011/11/16 09:51:25.000","2011/11/16 09:51:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4477","Assign seriousness","2010/06/23 13:35:52.000","2010/06/23 13:35:52.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Assign seriousness"
"Case4477","Take in charge ticket","2010/06/23 14:07:38.000","2010/06/23 14:07:38.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4477","Resolve ticket","2010/06/28 12:25:55.000","2010/06/28 12:25:55.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4477","Closed","2010/08/08 13:40:28.000","2010/08/08 13:40:28.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4478","Assign seriousness","2012/10/05 06:54:09.000","2012/10/05 06:54:09.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Assign seriousness"
"Case4478","Take in charge ticket","2012/10/05 06:54:39.000","2012/10/05 06:54:39.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Take in charge ticket"
"Case4478","Wait","2012/10/08 09:02:14.000","2012/10/08 09:02:14.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Wait"
"Case4478","Take in charge ticket","2012/10/22 09:50:12.000","2012/10/22 09:50:12.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Take in charge ticket"
"Case4478","Resolve ticket","2012/11/05 08:33:00.000","2012/11/05 08:33:00.000","Fluxicon Disco","Variant 3","3","Value 1","Value 1","Resolve ticket"
"Case4478","Closed","2012/11/20 08:33:18.000","2012/11/20 08:33:18.000","Fluxicon Disco","Variant 3","3","Value 3","Value 3","Closed"
"Case4479","Assign seriousness","2011/08/31 11:23:56.000","2011/08/31 11:23:56.000","Fluxicon Disco","Variant 5","5","Value 13","Value 13","Assign seriousness"
"Case4479","Resolve ticket","2011/08/31 11:24:57.000","2011/08/31 11:24:57.000","Fluxicon Disco","Variant 5","5","Value 13","Value 13","Resolve ticket"
"Case4479","Closed","2011/10/01 11:31:05.000","2011/10/01 11:31:05.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case4480","Assign seriousness","2010/12/06 13:36:06.000","2010/12/06 13:36:06.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case4480","Take in charge ticket","2010/12/17 09:46:27.000","2010/12/17 09:46:27.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case4480","Resolve ticket","2011/01/12 14:04:59.000","2011/01/12 14:04:59.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case4480","Closed","2011/01/27 14:05:15.000","2011/01/27 14:05:15.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4481","Assign seriousness","2011/09/02 12:35:01.000","2011/09/02 12:35:01.000","Fluxicon Disco","Variant 14","14","Value 13","Value 13","Assign seriousness"
"Case4481","Take in charge ticket","2011/09/07 15:39:55.000","2011/09/07 15:39:55.000","Fluxicon Disco","Variant 14","14","Value 10","Value 10","Take in charge ticket"
"Case4481","Wait","2011/09/08 14:11:02.000","2011/09/08 14:11:02.000","Fluxicon Disco","Variant 14","14","Value 12","Value 12","Wait"
"Case4481","Wait","2011/09/16 09:41:01.000","2011/09/16 09:41:01.000","Fluxicon Disco","Variant 14","14","Value 2","Value 2","Wait"
"Case4481","Resolve ticket","2011/09/21 08:41:53.000","2011/09/21 08:41:53.000","Fluxicon Disco","Variant 14","14","Value 12","Value 12","Resolve ticket"
"Case4481","Closed","2011/10/08 11:50:51.000","2011/10/08 11:50:51.000","Fluxicon Disco","Variant 14","14","Value 5","Value 5","Closed"
"Case4482","Assign seriousness","2010/08/02 07:25:40.000","2010/08/02 07:25:40.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Assign seriousness"
"Case4482","Take in charge ticket","2010/08/02 07:26:17.000","2010/08/02 07:26:17.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Take in charge ticket"
"Case4482","Wait","2010/08/02 07:26:40.000","2010/08/02 07:26:40.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Wait"
"Case4482","Take in charge ticket","2010/08/02 07:49:52.000","2010/08/02 07:49:52.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Take in charge ticket"
"Case4482","Resolve ticket","2010/08/02 07:50:14.000","2010/08/02 07:50:14.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Resolve ticket"
"Case4482","Closed","2010/09/19 07:30:59.000","2010/09/19 07:30:59.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case4483","Assign seriousness","2011/06/09 13:53:06.000","2011/06/09 13:53:06.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4483","Take in charge ticket","2011/06/09 13:53:18.000","2011/06/09 13:53:18.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4483","Resolve ticket","2011/06/09 14:29:33.000","2011/06/09 14:29:33.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4483","Closed","2011/07/27 14:00:57.000","2011/07/27 14:00:57.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4484","Assign seriousness","2011/11/28 13:07:27.000","2011/11/28 13:07:27.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4484","Take in charge ticket","2011/11/29 06:58:51.000","2011/11/29 06:58:51.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Take in charge ticket"
"Case4484","Resolve ticket","2011/12/28 14:37:26.000","2011/12/28 14:37:26.000","Fluxicon Disco","Variant 1","1","Value 17","Value 17","Resolve ticket"
"Case4484","Closed","2012/01/12 14:37:53.000","2012/01/12 14:37:53.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4485","Assign seriousness","2012/12/28 15:19:35.000","2012/12/28 15:19:35.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Assign seriousness"
"Case4485","Take in charge ticket","2013/01/24 11:47:45.000","2013/01/24 11:47:45.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
